Rel_Abundance	variable	value			Researcher	Researcher_Reactor	Sample_Name	Day	Seq_Tech	MAG_ID	Relative_Abundance					
2032	UW_MP_SPH1_1	KW_USB_Day105_Illumina	0		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_SPH1_1	0		KW_USB	USB_Day105	105	Illumina
2033	UW_DM_BACIL1_1	KW_USB_Day105_Illumina	0		KW	KW_USB	USB_Day105	105	Illumina	UW_DM_BACIL1_1	0		KW_USB	USB_Day105	105	Illumina
2034	UW_DM_BURK1_1	KW_USB_Day105_Illumina	0.056005772		KW	KW_USB	USB_Day105	105	Illumina	UW_DM_BURK1_1	0.056005772		KW_USB	USB_Day105	105	Illumina
2035	UW_MP_ATO4_1	KW_USB_Day105_Illumina	0		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_ATO4_1	0		KW_USB	USB_Day105	105	Illumina
2036	UW_MP_BACIL2_1	KW_USB_Day105_Illumina	0.046028536		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_BACIL2_1	0.046028536		KW_USB	USB_Day105	105	Illumina
2037	UW_TS_ACET1_1	KW_USB_Day105_Illumina	0.039566547		KW	KW_USB	USB_Day105	105	Illumina	UW_TS_ACET1_1	0.039566547		KW_USB	USB_Day105	105	Illumina
2038	UW_TS_LCO1_1	KW_USB_Day105_Illumina	0		KW	KW_USB	USB_Day105	105	Illumina	UW_TS_LCO1_1	0		KW_USB	USB_Day105	105	Illumina
2039	UW_MP_BACIL1_1	KW_USB_Day105_Illumina	0.15041739		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_BACIL1_1	0.15041739		KW_USB	USB_Day105	105	Illumina
2040	UW_MP_PREV1_1	KW_USB_Day105_Illumina	6.189702		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_PREV1_1	6.189702		KW_USB	USB_Day105	105	Illumina
2041	UW_MP_SPH2_1	KW_USB_Day105_Illumina	0.035626683		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_SPH2_1	0.035626683		KW_USB	USB_Day105	105	Illumina
2042	UW_TS_ACET2_1	KW_USB_Day105_Illumina	0.004375254		KW	KW_USB	USB_Day105	105	Illumina	UW_TS_ACET2_1	0.004375254		KW_USB	USB_Day105	105	Illumina
2043	UW_MP_ATO2_1	KW_USB_Day105_Illumina	0.40031236		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_ATO2_1	0.40031236		KW_USB	USB_Day105	105	Illumina
2044	UW_DM_BACTE1_1	KW_USB_Day105_Illumina	0		KW	KW_USB	USB_Day105	105	Illumina	UW_DM_BACTE1_1	0		KW_USB	USB_Day105	105	Illumina
2045	UW_DM_DIAL1_1	KW_USB_Day105_Illumina	0.02134069		KW	KW_USB	USB_Day105	105	Illumina	UW_DM_DIAL1_1	0.02134069		KW_USB	USB_Day105	105	Illumina
2046	UW_MP_BACIL7_1	KW_USB_Day105_Illumina	0.029766992		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_BACIL7_1	0.029766992		KW_USB	USB_Day105	105	Illumina
2047	UW_MP_BACTE7_1	KW_USB_Day105_Illumina	0		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_BACTE7_1	0		KW_USB	USB_Day105	105	Illumina
2048	UW_MP_PREV6_1	KW_USB_Day105_Illumina	1.0733806		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_PREV6_1	1.0733806		KW_USB	USB_Day105	105	Illumina
2049	UW_MP_PREV7_1	KW_USB_Day105_Illumina	0.91034883		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_PREV7_1	0.91034883		KW_USB	USB_Day105	105	Illumina
2050	UW_MP_SELEN1_1	KW_USB_Day105_Illumina	0.014800183		KW	KW_USB	USB_Day105	105	Illumina	UW_MP_SELEN1_1	0.014800183		KW_USB	USB_Day105	105	Illumina
2051	UW_TS_BUL1_1	KW_USB_Day105_Illumina	0		KW	KW_USB	USB_Day105	105	Illumina	UW_TS_BUL1_1	0		KW_USB	USB_Day105	105	Illumina
2052	UW_TS_PREV1_1	KW_USB_Day105_Illumina	1.040887		KW	KW_USB	USB_Day105	105	Illumina	UW_TS_PREV1_1	1.040887		KW_USB	USB_Day105	105	Illumina
2053	UW_DM_LIMLAC1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_DM_LIMLAC1_1	0		KW_USB	USB_Day126	126	Illumina
2054	UW_MP_ATO5_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_ATO5_1	0		KW_USB	USB_Day126	126	Illumina
2055	UW_MP_BIF15_1	KW_USB_Day126_Illumina	0.069730066		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_BIF15_1	0.069730066		KW_USB	USB_Day126	126	Illumina
2056	UW_TS_LAC2_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_LAC2_1	0		KW_USB	USB_Day126	126	Illumina
2057	UW_TS_LACCAS1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_LACCAS1_1	0		KW_USB	USB_Day126	126	Illumina
2058	UW_TS_PED1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_PED1_1	0		KW_USB	USB_Day126	126	Illumina
2059	UW_TS_PED2_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_PED2_1	0		KW_USB	USB_Day126	126	Illumina
2060	UW_MP_BIF3_1	KW_USB_Day126_Illumina	1.6106712		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_BIF3_1	1.6106712		KW_USB	USB_Day126	126	Illumina
2061	UW_TS_ACET3_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_ACET3_1	0		KW_USB	USB_Day126	126	Illumina
2062	UW_TS_LAC1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_LAC1_1	0		KW_USB	USB_Day126	126	Illumina
2063	UW_TS_LAC3_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_LAC3_1	0		KW_USB	USB_Day126	126	Illumina
2064	UW_MP_BIF2_1	KW_USB_Day126_Illumina	28.152441		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_BIF2_1	28.152441		KW_USB	USB_Day126	126	Illumina
2065	UW_MP_LEUC1_1	KW_USB_Day126_Illumina	0.005710459		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_LEUC1_1	0.005710459		KW_USB	USB_Day126	126	Illumina
2066	UW_DM_LIMLAC2_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_DM_LIMLAC2_1	0		KW_USB	USB_Day126	126	Illumina
2067	UW_MP_BIF10_1	KW_USB_Day126_Illumina	0.22654285		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_BIF10_1	0.22654285		KW_USB	USB_Day126	126	Illumina
2068	UW_MP_LIQLAC1_1	KW_USB_Day126_Illumina	0.92385507		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_LIQLAC1_1	0.92385507		KW_USB	USB_Day126	126	Illumina
2069	UW_TS_ATO2_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_ATO2_1	0		KW_USB	USB_Day126	126	Illumina
2070	UW_TS_ATO3_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_ATO3_1	0		KW_USB	USB_Day126	126	Illumina
2071	UW_TS_COMLAC1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_COMLAC1_1	0		KW_USB	USB_Day126	126	Illumina
2072	UW_TS_FURLAC1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_FURLAC1_1	0		KW_USB	USB_Day126	126	Illumina
2073	MS_EUB1_2018_genome	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	MS_EUB1_2018_genome	0		KW_USB	USB_Day126	126	Illumina
2074	UW_DM_MEG1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_DM_MEG1_1	0		KW_USB	USB_Day126	126	Illumina
2075	UW_MP_ACID1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_ACID1_1	0		KW_USB	USB_Day126	126	Illumina
2076	UW_MP_BACTE1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_BACTE1_1	0		KW_USB	USB_Day126	126	Illumina
2077	UW_MP_CLOS1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_CLOS1_1	0		KW_USB	USB_Day126	126	Illumina
2078	UW_MP_CLOS2_1	KW_USB_Day126_Illumina	6.6083055		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_CLOS2_1	6.6083055		KW_USB	USB_Day126	126	Illumina
2079	UW_MP_MEG5_1	KW_USB_Day126_Illumina	0.089383684		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_MEG5_1	0.089383684		KW_USB	USB_Day126	126	Illumina
2080	UW_MP_ACID2_1	KW_USB_Day126_Illumina	0.017924095		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_ACID2_1	0.017924095		KW_USB	USB_Day126	126	Illumina
2081	UW_MP_ANA1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_ANA1_1	0		KW_USB	USB_Day126	126	Illumina
2082	UW_TS_EUB1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_EUB1_1	0		KW_USB	USB_Day126	126	Illumina
2083	UW_TS_EUB2_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_EUB2_1	0		KW_USB	USB_Day126	126	Illumina
2084	UW_MP_LCO1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_LCO1_1	0		KW_USB	USB_Day126	126	Illumina
2085	UW_TS_LCO2_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_LCO2_1	0		KW_USB	USB_Day126	126	Illumina
2086	UW_TS_LCO3_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_LCO3_1	0		KW_USB	USB_Day126	126	Illumina
2087	MS_LCO1_2018_genome	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	MS_LCO1_2018_genome	0		KW_USB	USB_Day126	126	Illumina
2088	UW_MP_ACUT1_1	KW_USB_Day126_Illumina	1.2790474		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_ACUT1_1	1.2790474		KW_USB	USB_Day126	126	Illumina
2089	UW_MP_SPH1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_SPH1_1	0		KW_USB	USB_Day126	126	Illumina
2090	UW_DM_BACIL1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_DM_BACIL1_1	0		KW_USB	USB_Day126	126	Illumina
2091	UW_DM_BURK1_1	KW_USB_Day126_Illumina	0.04495125		KW	KW_USB	USB_Day126	126	Illumina	UW_DM_BURK1_1	0.04495125		KW_USB	USB_Day126	126	Illumina
2092	UW_MP_ATO4_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_ATO4_1	0		KW_USB	USB_Day126	126	Illumina
2093	UW_MP_BACIL2_1	KW_USB_Day126_Illumina	0.030329337		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_BACIL2_1	0.030329337		KW_USB	USB_Day126	126	Illumina
2094	UW_TS_ACET1_1	KW_USB_Day126_Illumina	0.030487258		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_ACET1_1	0.030487258		KW_USB	USB_Day126	126	Illumina
2095	UW_TS_LCO1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_LCO1_1	0		KW_USB	USB_Day126	126	Illumina
2096	UW_MP_BACIL1_1	KW_USB_Day126_Illumina	0.048090573		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_BACIL1_1	0.048090573		KW_USB	USB_Day126	126	Illumina
2097	UW_MP_PREV1_1	KW_USB_Day126_Illumina	3.6921444		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_PREV1_1	3.6921444		KW_USB	USB_Day126	126	Illumina
2098	UW_MP_SPH2_1	KW_USB_Day126_Illumina	0.018737143		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_SPH2_1	0.018737143		KW_USB	USB_Day126	126	Illumina
2099	UW_TS_ACET2_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_ACET2_1	0		KW_USB	USB_Day126	126	Illumina
2100	UW_MP_ATO2_1	KW_USB_Day126_Illumina	0.03295233		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_ATO2_1	0.03295233		KW_USB	USB_Day126	126	Illumina
2101	UW_DM_BACTE1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_DM_BACTE1_1	0		KW_USB	USB_Day126	126	Illumina
2102	UW_DM_DIAL1_1	KW_USB_Day126_Illumina	0.007176543		KW	KW_USB	USB_Day126	126	Illumina	UW_DM_DIAL1_1	0.007176543		KW_USB	USB_Day126	126	Illumina
2103	UW_MP_BACIL7_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_BACIL7_1	0		KW_USB	USB_Day126	126	Illumina
2104	UW_MP_BACTE7_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_BACTE7_1	0		KW_USB	USB_Day126	126	Illumina
2105	UW_MP_PREV6_1	KW_USB_Day126_Illumina	0.13913128		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_PREV6_1	0.13913128		KW_USB	USB_Day126	126	Illumina
2106	UW_MP_PREV7_1	KW_USB_Day126_Illumina	1.553427		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_PREV7_1	1.553427		KW_USB	USB_Day126	126	Illumina
2107	UW_MP_SELEN1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_MP_SELEN1_1	0		KW_USB	USB_Day126	126	Illumina
2108	UW_TS_BUL1_1	KW_USB_Day126_Illumina	0		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_BUL1_1	0		KW_USB	USB_Day126	126	Illumina
2109	UW_TS_PREV1_1	KW_USB_Day126_Illumina	0.15201049		KW	KW_USB	USB_Day126	126	Illumina	UW_TS_PREV1_1	0.15201049		KW_USB	USB_Day126	126	Illumina
2110	UW_DM_LIMLAC1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_DM_LIMLAC1_1	0		KW_USB	USB_Day148	148	Illumina
2111	UW_MP_ATO5_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_ATO5_1	0		KW_USB	USB_Day148	148	Illumina
2112	UW_MP_BIF15_1	KW_USB_Day148_Illumina	0.15811588		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_BIF15_1	0.15811588		KW_USB	USB_Day148	148	Illumina
2113	UW_TS_LAC2_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_LAC2_1	0		KW_USB	USB_Day148	148	Illumina
2114	UW_TS_LACCAS1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_LACCAS1_1	0		KW_USB	USB_Day148	148	Illumina
2115	UW_TS_PED1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_PED1_1	0		KW_USB	USB_Day148	148	Illumina
2116	UW_TS_PED2_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_PED2_1	0		KW_USB	USB_Day148	148	Illumina
2117	UW_MP_BIF3_1	KW_USB_Day148_Illumina	0.36312178		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_BIF3_1	0.36312178		KW_USB	USB_Day148	148	Illumina
2118	UW_TS_ACET3_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_ACET3_1	0		KW_USB	USB_Day148	148	Illumina
2119	UW_TS_LAC1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_LAC1_1	0		KW_USB	USB_Day148	148	Illumina
2120	UW_TS_LAC3_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_LAC3_1	0		KW_USB	USB_Day148	148	Illumina
2121	UW_MP_BIF2_1	KW_USB_Day148_Illumina	45.27138		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_BIF2_1	45.27138		KW_USB	USB_Day148	148	Illumina
2122	UW_MP_LEUC1_1	KW_USB_Day148_Illumina	0.003303061		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_LEUC1_1	0.003303061		KW_USB	USB_Day148	148	Illumina
2123	UW_DM_LIMLAC2_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_DM_LIMLAC2_1	0		KW_USB	USB_Day148	148	Illumina
2124	UW_MP_BIF10_1	KW_USB_Day148_Illumina	0.11742818		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_BIF10_1	0.11742818		KW_USB	USB_Day148	148	Illumina
2125	UW_MP_LIQLAC1_1	KW_USB_Day148_Illumina	0.3025353		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_LIQLAC1_1	0.3025353		KW_USB	USB_Day148	148	Illumina
2126	UW_TS_ATO2_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_ATO2_1	0		KW_USB	USB_Day148	148	Illumina
2127	UW_TS_ATO3_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_ATO3_1	0		KW_USB	USB_Day148	148	Illumina
2128	UW_TS_COMLAC1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_COMLAC1_1	0		KW_USB	USB_Day148	148	Illumina
2129	UW_TS_FURLAC1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_FURLAC1_1	0		KW_USB	USB_Day148	148	Illumina
2130	MS_EUB1_2018_genome	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	MS_EUB1_2018_genome	0		KW_USB	USB_Day148	148	Illumina
2131	UW_DM_MEG1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_DM_MEG1_1	0		KW_USB	USB_Day148	148	Illumina
2132	UW_MP_ACID1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_ACID1_1	0		KW_USB	USB_Day148	148	Illumina
2133	UW_MP_BACTE1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_BACTE1_1	0		KW_USB	USB_Day148	148	Illumina
2134	UW_MP_CLOS1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_CLOS1_1	0		KW_USB	USB_Day148	148	Illumina
2135	UW_MP_CLOS2_1	KW_USB_Day148_Illumina	0.9683875		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_CLOS2_1	0.9683875		KW_USB	USB_Day148	148	Illumina
2136	UW_MP_MEG5_1	KW_USB_Day148_Illumina	0.13601129		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_MEG5_1	0.13601129		KW_USB	USB_Day148	148	Illumina
2137	UW_MP_ACID2_1	KW_USB_Day148_Illumina	0.009849521		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_ACID2_1	0.009849521		KW_USB	USB_Day148	148	Illumina
2138	UW_MP_ANA1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_ANA1_1	0		KW_USB	USB_Day148	148	Illumina
2139	UW_TS_EUB1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_EUB1_1	0		KW_USB	USB_Day148	148	Illumina
2140	UW_TS_EUB2_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_EUB2_1	0		KW_USB	USB_Day148	148	Illumina
2141	UW_MP_LCO1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_LCO1_1	0		KW_USB	USB_Day148	148	Illumina
2142	UW_TS_LCO2_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_LCO2_1	0		KW_USB	USB_Day148	148	Illumina
2143	UW_TS_LCO3_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_LCO3_1	0		KW_USB	USB_Day148	148	Illumina
2144	MS_LCO1_2018_genome	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	MS_LCO1_2018_genome	0		KW_USB	USB_Day148	148	Illumina
2145	UW_MP_ACUT1_1	KW_USB_Day148_Illumina	1.9319927		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_ACUT1_1	1.9319927		KW_USB	USB_Day148	148	Illumina
2146	UW_MP_SPH1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_SPH1_1	0		KW_USB	USB_Day148	148	Illumina
2147	UW_DM_BACIL1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_DM_BACIL1_1	0		KW_USB	USB_Day148	148	Illumina
2148	UW_DM_BURK1_1	KW_USB_Day148_Illumina	0.02357009		KW	KW_USB	USB_Day148	148	Illumina	UW_DM_BURK1_1	0.02357009		KW_USB	USB_Day148	148	Illumina
2149	UW_MP_ATO4_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_ATO4_1	0		KW_USB	USB_Day148	148	Illumina
2150	UW_MP_BACIL2_1	KW_USB_Day148_Illumina	0.007607187		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_BACIL2_1	0.007607187		KW_USB	USB_Day148	148	Illumina
2151	UW_TS_ACET1_1	KW_USB_Day148_Illumina	0.1281824		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_ACET1_1	0.1281824		KW_USB	USB_Day148	148	Illumina
2152	UW_TS_LCO1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_LCO1_1	0		KW_USB	USB_Day148	148	Illumina
2153	UW_MP_BACIL1_1	KW_USB_Day148_Illumina	0.016500546		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_BACIL1_1	0.016500546		KW_USB	USB_Day148	148	Illumina
2154	UW_MP_PREV1_1	KW_USB_Day148_Illumina	2.2587836		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_PREV1_1	2.2587836		KW_USB	USB_Day148	148	Illumina
2155	UW_MP_SPH2_1	KW_USB_Day148_Illumina	0.028096892		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_SPH2_1	0.028096892		KW_USB	USB_Day148	148	Illumina
2156	UW_TS_ACET2_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_ACET2_1	0		KW_USB	USB_Day148	148	Illumina
2157	UW_MP_ATO2_1	KW_USB_Day148_Illumina	0.031747688		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_ATO2_1	0.031747688		KW_USB	USB_Day148	148	Illumina
2158	UW_DM_BACTE1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_DM_BACTE1_1	0		KW_USB	USB_Day148	148	Illumina
2159	UW_DM_DIAL1_1	KW_USB_Day148_Illumina	0.008004652		KW	KW_USB	USB_Day148	148	Illumina	UW_DM_DIAL1_1	0.008004652		KW_USB	USB_Day148	148	Illumina
2160	UW_MP_BACIL7_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_BACIL7_1	0		KW_USB	USB_Day148	148	Illumina
2161	UW_MP_BACTE7_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_BACTE7_1	0		KW_USB	USB_Day148	148	Illumina
2162	UW_MP_PREV6_1	KW_USB_Day148_Illumina	0.09882821		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_PREV6_1	0.09882821		KW_USB	USB_Day148	148	Illumina
2163	UW_MP_PREV7_1	KW_USB_Day148_Illumina	1.7144485		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_PREV7_1	1.7144485		KW_USB	USB_Day148	148	Illumina
2164	UW_MP_SELEN1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_MP_SELEN1_1	0		KW_USB	USB_Day148	148	Illumina
2165	UW_TS_BUL1_1	KW_USB_Day148_Illumina	0		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_BUL1_1	0		KW_USB	USB_Day148	148	Illumina
2166	UW_TS_PREV1_1	KW_USB_Day148_Illumina	0.11163132		KW	KW_USB	USB_Day148	148	Illumina	UW_TS_PREV1_1	0.11163132		KW_USB	USB_Day148	148	Illumina
2167	UW_DM_LIMLAC1_1	KW_USB_Day176_Illumina	0		KW	KW_USB	USB_Day176	176	Illumina	UW_DM_LIMLAC1_1	0		KW_USB	USB_Day176	176	Illumina
2168	UW_MP_ATO5_1	KW_USB_Day176_Illumina	0		KW	KW_USB	USB_Day176	176	Illumina	UW_MP_ATO5_1	0		KW_USB	USB_Day176	176	Illumina
2169	UW_MP_BIF15_1	KW_USB_Day176_Illumina	0.16164261		KW	KW_USB	USB_Day176	176	Illumina	UW_MP_BIF15_1	0.16164261		KW_USB	USB_Day176	176	Illumina
2170	UW_TS_LAC2_1	KW_USB_Day176_Illumina	0		KW	KW_USB	USB_Day176	176	Illumina	UW_TS_LAC2_1	0		KW_USB	USB_Day176	176	Illumina
2171	UW_TS_LACCAS1_1	KW_USB_Day176_Illumina	0.009778821		KW	KW_USB	USB_Day176	176	Illumina	UW_TS_LACCAS1_1	0.009778821		KW_USB	USB_Day176	176	Illumina
2172	UW_TS_PED1_1	KW_USB_Day176_Illumina	0		KW	KW_USB	USB_Day176	176	Illumina	UW_TS_PED1_1	0		KW_USB	USB_Day176	176	Illumina
2173	UW_TS_PED2_1	KW_USB_Day176_Illumina	0		KW	KW_USB	USB_Day176	176	Illumina	UW_TS_PED2_1	0		KW_USB	USB_Day176	176	Illumina
2174	UW_MP_BIF3_1	KW_USB_Day176_Illumina	1.4696223		KW	KW_USB	USB_Day176	176	Illumina	UW_MP_BIF3_1	1.4696223		KW_USB	USB_Day176	176	Illumina
2175	UW_TS_ACET3_1	KW_USB_Day176_Illumina	0		KW	KW_USB	USB_Day176	176	Illumina	UW_TS_ACET3_1	0		KW_USB	USB_Day176	176	Illumina
2176	UW_TS_LAC1_1	KW_USB_Day176_Illumina	0		KW	KW_USB	USB_Day176	176	Illumina	UW_TS_LAC1_1	0		KW_USB	USB_Day176	176	Illumina
2177	UW_TS_LAC3_1	KW_USB_Day176_Illumina	0		KW	KW_USB	USB_Day176	176	Illumina	UW_TS_LAC3_1	0		KW_USB	USB_Day176	176	Illumina
