Rel_Abundance	variable	value			Researcher	Researcher_Reactor	Sample_Name	Day	Seq_Tech	MAG_ID	Relative_Abundance					
126	UW_MP_BIF2_1	AI_DMB5_1SRT_Day06_PacBio	0.123701195		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_BIF2_1	0.123701195		AI_DMB	DMB5_1SRT	6	PacBio
127	UW_MP_LEUC1_1	AI_DMB5_1SRT_Day06_PacBio	0.35539285		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_LEUC1_1	0.35539285		AI_DMB	DMB5_1SRT	6	PacBio
128	UW_DM_LIMLAC2_1	AI_DMB5_1SRT_Day06_PacBio	5.922298325		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_DM_LIMLAC2_1	5.922298325		AI_DMB	DMB5_1SRT	6	PacBio
129	UW_MP_BIF10_1	AI_DMB5_1SRT_Day06_PacBio	0.145395133		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_BIF10_1	0.145395133		AI_DMB	DMB5_1SRT	6	PacBio
130	UW_MP_LIQLAC1_1	AI_DMB5_1SRT_Day06_PacBio	0.040955778		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_LIQLAC1_1	0.040955778		AI_DMB	DMB5_1SRT	6	PacBio
131	UW_TS_ATO2_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_ATO2_1	0		AI_DMB	DMB5_1SRT	6	PacBio
132	UW_TS_ATO3_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_ATO3_1	0		AI_DMB	DMB5_1SRT	6	PacBio
133	UW_TS_COMLAC1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_COMLAC1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
134	UW_TS_FURLAC1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_FURLAC1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
135	MS_EUB1_2018_genome	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	MS_EUB1_2018_genome	0		AI_DMB	DMB5_1SRT	6	PacBio
136	UW_DM_MEG1_1	AI_DMB5_1SRT_Day06_PacBio	49.477145		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_DM_MEG1_1	49.477145		AI_DMB	DMB5_1SRT	6	PacBio
137	UW_MP_ACID1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_ACID1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
138	UW_MP_BACTE1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_BACTE1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
139	UW_MP_CLOS1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_CLOS1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
140	UW_MP_CLOS2_1	AI_DMB5_1SRT_Day06_PacBio	0.13799742		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_CLOS2_1	0.13799742		AI_DMB	DMB5_1SRT	6	PacBio
141	UW_MP_MEG5_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_MEG5_1	0		AI_DMB	DMB5_1SRT	6	PacBio
142	UW_MP_ACID2_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_ACID2_1	0		AI_DMB	DMB5_1SRT	6	PacBio
143	UW_MP_ANA1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_ANA1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
144	UW_TS_EUB1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_EUB1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
145	UW_TS_EUB2_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_EUB2_1	0		AI_DMB	DMB5_1SRT	6	PacBio
146	UW_MP_LCO1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_LCO1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
147	UW_TS_LCO2_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_LCO2_1	0		AI_DMB	DMB5_1SRT	6	PacBio
148	UW_TS_LCO3_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_LCO3_1	0		AI_DMB	DMB5_1SRT	6	PacBio
149	MS_LCO1_2018_genome	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	MS_LCO1_2018_genome	0		AI_DMB	DMB5_1SRT	6	PacBio
150	UW_MP_ACUT1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_ACUT1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
151	UW_MP_SPH1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_SPH1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
152	UW_DM_BACIL1_1	AI_DMB5_1SRT_Day06_PacBio	0.251315758		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_DM_BACIL1_1	0.251315758		AI_DMB	DMB5_1SRT	6	PacBio
153	UW_DM_BURK1_1	AI_DMB5_1SRT_Day06_PacBio	3.818919925		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_DM_BURK1_1	3.818919925		AI_DMB	DMB5_1SRT	6	PacBio
154	UW_MP_ATO4_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_ATO4_1	0		AI_DMB	DMB5_1SRT	6	PacBio
155	UW_MP_BACIL2_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_BACIL2_1	0		AI_DMB	DMB5_1SRT	6	PacBio
156	UW_TS_ACET1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_ACET1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
157	UW_TS_LCO1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_LCO1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
158	UW_MP_BACIL1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_BACIL1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
159	UW_MP_PREV1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_PREV1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
160	UW_MP_SPH2_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_SPH2_1	0		AI_DMB	DMB5_1SRT	6	PacBio
161	UW_TS_ACET2_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_ACET2_1	0		AI_DMB	DMB5_1SRT	6	PacBio
162	UW_MP_ATO2_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_ATO2_1	0		AI_DMB	DMB5_1SRT	6	PacBio
163	UW_DM_BACTE1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_DM_BACTE1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
164	UW_DM_DIAL1_1	AI_DMB5_1SRT_Day06_PacBio	1.99276235		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_DM_DIAL1_1	1.99276235		AI_DMB	DMB5_1SRT	6	PacBio
165	UW_MP_BACIL7_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_BACIL7_1	0		AI_DMB	DMB5_1SRT	6	PacBio
166	UW_MP_BACTE7_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_BACTE7_1	0		AI_DMB	DMB5_1SRT	6	PacBio
167	UW_MP_PREV6_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_PREV6_1	0		AI_DMB	DMB5_1SRT	6	PacBio
168	UW_MP_PREV7_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_PREV7_1	0		AI_DMB	DMB5_1SRT	6	PacBio
169	UW_MP_SELEN1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_MP_SELEN1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
170	UW_TS_BUL1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_BUL1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
171	UW_TS_PREV1_1	AI_DMB5_1SRT_Day06_PacBio	0		AI	AI_DMB	DMB5_1SRT	6	PacBio	UW_TS_PREV1_1	0		AI_DMB	DMB5_1SRT	6	PacBio
172	UW_DM_LIMLAC1_1	AI_DMB5_3SRT_Day18_Illumina	1.10899415		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_DM_LIMLAC1_1	1.10899415		AI_DMB	DMB5_3SRT	18	Illumina
173	UW_MP_ATO5_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_ATO5_1	0		AI_DMB	DMB5_3SRT	18	Illumina
174	UW_MP_BIF15_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_BIF15_1	0		AI_DMB	DMB5_3SRT	18	Illumina
175	UW_TS_LAC2_1	AI_DMB5_3SRT_Day18_Illumina	0.24860753		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_LAC2_1	0.24860753		AI_DMB	DMB5_3SRT	18	Illumina
176	UW_TS_LACCAS1_1	AI_DMB5_3SRT_Day18_Illumina	0.38775231		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_LACCAS1_1	0.38775231		AI_DMB	DMB5_3SRT	18	Illumina
177	UW_TS_PED1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_PED1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
178	UW_TS_PED2_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_PED2_1	0		AI_DMB	DMB5_3SRT	18	Illumina
179	UW_MP_BIF3_1	AI_DMB5_3SRT_Day18_Illumina	0.005582721		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_BIF3_1	0.005582721		AI_DMB	DMB5_3SRT	18	Illumina
180	UW_TS_ACET3_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_ACET3_1	0		AI_DMB	DMB5_3SRT	18	Illumina
181	UW_TS_LAC1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_LAC1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
182	UW_TS_LAC3_1	AI_DMB5_3SRT_Day18_Illumina	4.89627645		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_LAC3_1	4.89627645		AI_DMB	DMB5_3SRT	18	Illumina
183	UW_MP_BIF2_1	AI_DMB5_3SRT_Day18_Illumina	0.30569355		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_BIF2_1	0.30569355		AI_DMB	DMB5_3SRT	18	Illumina
184	UW_MP_LEUC1_1	AI_DMB5_3SRT_Day18_Illumina	1.0501736		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_LEUC1_1	1.0501736		AI_DMB	DMB5_3SRT	18	Illumina
185	UW_DM_LIMLAC2_1	AI_DMB5_3SRT_Day18_Illumina	0.281859845		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_DM_LIMLAC2_1	0.281859845		AI_DMB	DMB5_3SRT	18	Illumina
186	UW_MP_BIF10_1	AI_DMB5_3SRT_Day18_Illumina	0.161019265		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_BIF10_1	0.161019265		AI_DMB	DMB5_3SRT	18	Illumina
187	UW_MP_LIQLAC1_1	AI_DMB5_3SRT_Day18_Illumina	0.124939755		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_LIQLAC1_1	0.124939755		AI_DMB	DMB5_3SRT	18	Illumina
188	UW_TS_ATO2_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_ATO2_1	0		AI_DMB	DMB5_3SRT	18	Illumina
189	UW_TS_ATO3_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_ATO3_1	0		AI_DMB	DMB5_3SRT	18	Illumina
190	UW_TS_COMLAC1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_COMLAC1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
191	UW_TS_FURLAC1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_FURLAC1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
192	MS_EUB1_2018_genome	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	MS_EUB1_2018_genome	0		AI_DMB	DMB5_3SRT	18	Illumina
193	UW_DM_MEG1_1	AI_DMB5_3SRT_Day18_Illumina	1.26357		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_DM_MEG1_1	1.26357		AI_DMB	DMB5_3SRT	18	Illumina
194	UW_MP_ACID1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_ACID1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
195	UW_MP_BACTE1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_BACTE1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
196	UW_MP_CLOS1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_CLOS1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
197	UW_MP_CLOS2_1	AI_DMB5_3SRT_Day18_Illumina	1.38129005		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_CLOS2_1	1.38129005		AI_DMB	DMB5_3SRT	18	Illumina
198	UW_MP_MEG5_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_MEG5_1	0		AI_DMB	DMB5_3SRT	18	Illumina
199	UW_MP_ACID2_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_ACID2_1	0		AI_DMB	DMB5_3SRT	18	Illumina
200	UW_MP_ANA1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_ANA1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
201	UW_TS_EUB1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_EUB1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
202	UW_TS_EUB2_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_EUB2_1	0		AI_DMB	DMB5_3SRT	18	Illumina
203	UW_MP_LCO1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_LCO1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
204	UW_TS_LCO2_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_LCO2_1	0		AI_DMB	DMB5_3SRT	18	Illumina
205	UW_TS_LCO3_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_LCO3_1	0		AI_DMB	DMB5_3SRT	18	Illumina
206	MS_LCO1_2018_genome	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	MS_LCO1_2018_genome	0		AI_DMB	DMB5_3SRT	18	Illumina
207	UW_MP_ACUT1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_ACUT1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
208	UW_MP_SPH1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_SPH1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
209	UW_DM_BACIL1_1	AI_DMB5_3SRT_Day18_Illumina	0.079429583		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_DM_BACIL1_1	0.079429583		AI_DMB	DMB5_3SRT	18	Illumina
210	UW_DM_BURK1_1	AI_DMB5_3SRT_Day18_Illumina	2.84508205		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_DM_BURK1_1	2.84508205		AI_DMB	DMB5_3SRT	18	Illumina
211	UW_MP_ATO4_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_ATO4_1	0		AI_DMB	DMB5_3SRT	18	Illumina
212	UW_MP_BACIL2_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_BACIL2_1	0		AI_DMB	DMB5_3SRT	18	Illumina
213	UW_TS_ACET1_1	AI_DMB5_3SRT_Day18_Illumina	0.433160755		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_ACET1_1	0.433160755		AI_DMB	DMB5_3SRT	18	Illumina
214	UW_TS_LCO1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_LCO1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
215	UW_MP_BACIL1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_BACIL1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
216	UW_MP_PREV1_1	AI_DMB5_3SRT_Day18_Illumina	0.004094237		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_PREV1_1	0.004094237		AI_DMB	DMB5_3SRT	18	Illumina
217	UW_MP_SPH2_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_SPH2_1	0		AI_DMB	DMB5_3SRT	18	Illumina
218	UW_TS_ACET2_1	AI_DMB5_3SRT_Day18_Illumina	0.018246571		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_ACET2_1	0.018246571		AI_DMB	DMB5_3SRT	18	Illumina
219	UW_MP_ATO2_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_ATO2_1	0		AI_DMB	DMB5_3SRT	18	Illumina
220	UW_DM_BACTE1_1	AI_DMB5_3SRT_Day18_Illumina	0.014963084		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_DM_BACTE1_1	0.014963084		AI_DMB	DMB5_3SRT	18	Illumina
221	UW_DM_DIAL1_1	AI_DMB5_3SRT_Day18_Illumina	2.0087956		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_DM_DIAL1_1	2.0087956		AI_DMB	DMB5_3SRT	18	Illumina
222	UW_MP_BACIL7_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_BACIL7_1	0		AI_DMB	DMB5_3SRT	18	Illumina
223	UW_MP_BACTE7_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_BACTE7_1	0		AI_DMB	DMB5_3SRT	18	Illumina
224	UW_MP_PREV6_1	AI_DMB5_3SRT_Day18_Illumina	0.008505188		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_PREV6_1	0.008505188		AI_DMB	DMB5_3SRT	18	Illumina
225	UW_MP_PREV7_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_PREV7_1	0		AI_DMB	DMB5_3SRT	18	Illumina
226	UW_MP_SELEN1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_MP_SELEN1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
227	UW_TS_BUL1_1	AI_DMB5_3SRT_Day18_Illumina	0		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_BUL1_1	0		AI_DMB	DMB5_3SRT	18	Illumina
228	UW_TS_PREV1_1	AI_DMB5_3SRT_Day18_Illumina	0.008224939		AI	AI_DMB	DMB5_3SRT	18	Illumina	UW_TS_PREV1_1	0.008224939		AI_DMB	DMB5_3SRT	18	Illumina
229	UW_DM_LIMLAC1_1	AI_DMB5_5SRT_Day30_Illumina	0.353537305		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_DM_LIMLAC1_1	0.353537305		AI_DMB	DMB5_5SRT	30	Illumina
230	UW_MP_ATO5_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_MP_ATO5_1	0		AI_DMB	DMB5_5SRT	30	Illumina
231	UW_MP_BIF15_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_MP_BIF15_1	0		AI_DMB	DMB5_5SRT	30	Illumina
232	UW_TS_LAC2_1	AI_DMB5_5SRT_Day30_Illumina	0.02069465		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_TS_LAC2_1	0.02069465		AI_DMB	DMB5_5SRT	30	Illumina
233	UW_TS_LACCAS1_1	AI_DMB5_5SRT_Day30_Illumina	1.75911805		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_TS_LACCAS1_1	1.75911805		AI_DMB	DMB5_5SRT	30	Illumina
234	UW_TS_PED1_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_TS_PED1_1	0		AI_DMB	DMB5_5SRT	30	Illumina
235	UW_TS_PED2_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_TS_PED2_1	0		AI_DMB	DMB5_5SRT	30	Illumina
236	UW_MP_BIF3_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_MP_BIF3_1	0		AI_DMB	DMB5_5SRT	30	Illumina
237	UW_TS_ACET3_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_TS_ACET3_1	0		AI_DMB	DMB5_5SRT	30	Illumina
238	UW_TS_LAC1_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_TS_LAC1_1	0		AI_DMB	DMB5_5SRT	30	Illumina
239	UW_TS_LAC3_1	AI_DMB5_5SRT_Day30_Illumina	0.551001085		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_TS_LAC3_1	0.551001085		AI_DMB	DMB5_5SRT	30	Illumina
240	UW_MP_BIF2_1	AI_DMB5_5SRT_Day30_Illumina	0.011442319		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_MP_BIF2_1	0.011442319		AI_DMB	DMB5_5SRT	30	Illumina
241	UW_MP_LEUC1_1	AI_DMB5_5SRT_Day30_Illumina	0.056355812		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_MP_LEUC1_1	0.056355812		AI_DMB	DMB5_5SRT	30	Illumina
242	UW_DM_LIMLAC2_1	AI_DMB5_5SRT_Day30_Illumina	1.58068905		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_DM_LIMLAC2_1	1.58068905		AI_DMB	DMB5_5SRT	30	Illumina
243	UW_MP_BIF10_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_MP_BIF10_1	0		AI_DMB	DMB5_5SRT	30	Illumina
244	UW_MP_LIQLAC1_1	AI_DMB5_5SRT_Day30_Illumina	0.043272618		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_MP_LIQLAC1_1	0.043272618		AI_DMB	DMB5_5SRT	30	Illumina
245	UW_TS_ATO2_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_TS_ATO2_1	0		AI_DMB	DMB5_5SRT	30	Illumina
246	UW_TS_ATO3_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_TS_ATO3_1	0		AI_DMB	DMB5_5SRT	30	Illumina
247	UW_TS_COMLAC1_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_TS_COMLAC1_1	0		AI_DMB	DMB5_5SRT	30	Illumina
248	UW_TS_FURLAC1_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_TS_FURLAC1_1	0		AI_DMB	DMB5_5SRT	30	Illumina
249	MS_EUB1_2018_genome	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	MS_EUB1_2018_genome	0		AI_DMB	DMB5_5SRT	30	Illumina
250	UW_DM_MEG1_1	AI_DMB5_5SRT_Day30_Illumina	0.012758224		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_DM_MEG1_1	0.012758224		AI_DMB	DMB5_5SRT	30	Illumina
251	UW_MP_ACID1_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_MP_ACID1_1	0		AI_DMB	DMB5_5SRT	30	Illumina
252	UW_MP_BACTE1_1	AI_DMB5_5SRT_Day30_Illumina	0		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_MP_BACTE1_1	0		AI_DMB	DMB5_5SRT	30	Illumina
253	UW_MP_CLOS1_1	AI_DMB5_5SRT_Day30_Illumina	0.03781206		AI	AI_DMB	DMB5_5SRT	30	Illumina	UW_MP_CLOS1_1	0.03781206		AI_DMB	DMB5_5SRT	30	Illumina
